Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As
"04.12.2022, 14:45",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Cerrad Enea Czarni Radom,3,2,76,29,36,110,18,3,-11%,81,8,33%,18%,115,3,11,62,53%,41%,11,11,80,29,35,101,20,8,-10%,92,3,35%,17%,132,11,11,61,46%,29%,11,14
"08.12.2022, 16:15",GKS Katowice,Grupa Azoty ZAKSA Kędzierzyn-Koźle,1,3,62,13,19,86,18,4,-15%,87,3,45%,21%,119,7,15,55,46%,27%,3,15,73,26,44,103,16,3,-6%,68,4,51%,26%,109,6,3,55,50%,42%,15,15
"06.12.2022, 21:00",Jastrzębski Węgiel,Cerrad Enea Czarni Radom,3,0,55,26,26,74,12,5,-2%,49,2,46%,24%,73,8,7,40,54%,34%,10,5,41,9,8,62,13,2,-16%,62,5,33%,8%,77,5,10,32,41%,22%,7,3
"07.12.2022, 16:15",Indykpol AZS Olsztyn,PGE Skra Bełchatów,3,1,74,29,33,100,21,5,-13%,73,3,54%,24%,117,13,4,57,48%,34%,12,18,55,15,11,91,18,3,-14%,79,5,46%,20%,128,9,12,48,37%,21%,4,13
"07.12.2022, 18:30",LUK  Lublin,Cuprum Lubin,3,0,51,23,33,72,5,4,1%,47,3,38%,21%,76,4,6,38,50%,36%,9,7,49,13,15,61,14,3,-13%,67,4,43%,19%,78,7,9,40,51%,30%,6,10
"06.12.2022, 18:30",Aluron CMC Warta Zawiercie,Ślepsk Malow Suwałki,3,0,46,27,28,73,11,7,1%,29,2,51%,31%,55,3,2,30,54%,45%,9,8,32,8,-9,48,19,2,-29%,62,7,40%,17%,66,6,9,28,42%,19%,2,4
"07.12.2022, 21:00",BBTS Bielsko-Biała,Barkom Każany Lwów,0,3,47,17,15,69,14,5,-10%,66,4,28%,15%,83,5,9,36,43%,26%,6,10,62,27,34,82,16,4,-3%,55,5,45%,14%,81,1,6,49,60%,51%,9,11
"06.12.2022, 16:15",PSG Stal Nysa,Projekt Warszawa,1,3,59,16,19,82,16,8,-9%,75,5,42%,10%,88,8,11,46,52%,30%,5,4,67,26,33,92,17,5,-8%,66,8,40%,15%,86,4,5,51,59%,48%,11,5
"08.12.2022, 18:30",Trefl Gdańsk,Asseco Resovia Rzeszów,2,3,74,27,25,106,24,7,-11%,87,5,51%,24%,126,8,12,53,42%,26%,14,9,74,31,27,107,20,5,-12%,82,7,34%,10%,113,6,14,57,50%,32%,12,14
"12.12.2022, 17:30",Asseco Resovia Rzeszów,GKS Katowice,3,0,58,20,31,74,18,6,-12%,53,3,39%,20%,71,3,3,46,64%,56%,6,4,42,12,12,65,12,3,-9%,56,6,35%,16%,65,6,6,36,55%,36%,3,7
"11.12.2022, 17:30",Projekt Warszawa,Trefl Gdańsk,3,0,61,23,43,76,10,4,1%,57,2,49%,26%,95,2,4,49,51%,45%,8,13,48,15,21,68,11,2,-10%,66,4,50%,30%,93,4,8,42,45%,32%,4,10
"13.12.2022, 20:30",Barkom Każany Lwów,PSG Stal Nysa,1,3,47,17,-3,80,20,4,-17%,70,9,41%,14%,87,11,10,34,39%,14%,9,4,58,26,16,94,23,9,-10%,60,4,38%,6%,89,6,9,39,43%,26%,10,3
"12.12.2022, 20:30",Ślepsk Malow Suwałki,BBTS Bielsko-Biała,3,0,46,20,18,74,14,5,-9%,42,3,57%,33%,77,2,9,31,40%,25%,10,4,37,11,-4,56,14,3,-19%,60,5,40%,11%,76,12,10,25,32%,3%,9,5
"10.12.2022, 17:30",Cuprum Lubin,Aluron CMC Warta Zawiercie,1,3,69,24,20,95,22,6,-13%,88,4,53%,25%,121,9,14,52,42%,23%,11,14,72,31,32,103,15,4,-6%,73,6,50%,23%,105,8,11,54,51%,33%,14,13
"10.12.2022, 14:45",PGE Skra Bełchatów,LUK  Lublin,3,0,50,24,28,74,8,6,4%,40,4,40%,7%,65,3,7,36,55%,40%,8,7,43,11,5,55,15,4,-16%,66,6,37%,19%,69,9,8,32,46%,21%,7,3
"10.12.2022, 20:30",Cerrad Enea Czarni Radom,Indykpol AZS Olsztyn,0,3,47,11,11,61,15,3,-18%,67,7,38%,25%,94,8,6,41,43%,28%,3,11,51,23,35,74,7,7,4%,46,3,52%,32%,73,3,3,38,52%,43%,6,8
"11.12.2022, 14:45",Jastrzębski Węgiel,Grupa Azoty ZAKSA Kędzierzyn-Koźle,2,3,75,26,29,102,23,4,-14%,86,3,52%,20%,133,5,15,58,43%,28%,13,17,75,26,35,105,19,3,-14%,79,4,40%,15%,115,4,13,57,49%,34%,15,19
"17.12.2022, 20:30",GKS Katowice,Jastrzębski Węgiel,0,3,43,9,8,59,16,0,-27%,65,5,58%,27%,71,5,9,40,56%,36%,3,3,49,20,32,74,9,5,-2%,43,0,62%,32%,64,5,3,35,54%,42%,9,5
"17.12.2022, 17:30",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Indykpol AZS Olsztyn,2,3,69,30,29,110,10,4,1%,78,12,37%,17%,124,8,10,59,47%,33%,6,21,82,28,37,101,23,12,-6%,100,4,46%,25%,131,12,6,60,45%,32%,10,10
"16.12.2022, 20:30",Cerrad Enea Czarni Radom,LUK  Lublin,2,3,76,27,33,97,18,4,-9%,98,6,53%,35%,156,11,8,65,41%,29%,7,19,77,32,48,110,11,6,-2%,79,4,48%,25%,137,7,7,63,45%,35%,8,13
"17.12.2022, 14:45",PGE Skra Bełchatów,Aluron CMC Warta Zawiercie,2,3,80,31,39,109,17,6,-9%,83,6,44%,24%,118,6,12,61,51%,36%,13,17,81,28,33,105,22,6,-11%,92,6,48%,14%,129,7,13,63,48%,33%,12,1
"15.12.2022, 17:30",Cuprum Lubin,BBTS Bielsko-Biała,3,1,69,23,39,95,13,6,-1%,70,7,38%,20%,103,6,4,56,54%,44%,7,15,60,20,21,83,13,7,-3%,82,6,39%,10%,118,13,7,49,41%,24%,4,18
"16.12.2022, 17:30",Ślepsk Malow Suwałki,PSG Stal Nysa,0,3,40,11,10,63,13,3,-12%,59,5,47%,15%,78,2,10,35,44%,29%,2,5,57,22,31,74,15,5,-9%,50,3,52%,22%,82,6,2,42,51%,41%,10,6
"13.04.2022, 20:30",Grupa Azoty ZAKSA Kędzierzyn-Koźle,GKS Katowice,3,0,59,28,41,73,8,7,5%,48,3,41%,27%,70,3,4,40,57%,47%,12,11,42,12,8,57,9,3,-10%,65,7,36%,15%,80,6,12,35,43%,21%,4,5
"18.04.2022, 14:45",GKS Katowice,Grupa Azoty ZAKSA Kędzierzyn-Koźle,1,3,64,20,24,88,14,5,-6%,87,5,52%,14%,130,7,14,53,40%,24%,6,8,79,38,47,101,14,5,-7%,74,5,45%,20%,118,7,6,60,50%,39%,14,17
"13.04.2022, 17:30",Jastrzębski Węgiel,Trefl Gdańsk,2,3,77,22,32,105,20,4,-9%,88,3,60%,28%,121,9,13,62,51%,33%,11,11,74,22,33,109,21,3,-12%,85,4,40%,18%,119,5,11,58,48%,35%,13,14
"16.04.2022, 14:45",Trefl Gdańsk,Jastrzębski Węgiel,0,3,42,17,10,62,11,5,-1%,60,3,41%,13%,83,8,10,32,38%,16%,5,8,54,27,26,73,13,3,-4%,51,5,45%,13%,76,5,5,41,53%,40%,10,11
"20.04.2022, 17:30",Jastrzębski Węgiel,Trefl Gdańsk,3,0,51,23,28,73,13,4,-6%,41,2,46%,21%,59,3,5,36,61%,47%,11,10,34,8,-4,53,12,2,-15%,60,4,48%,15%,69,11,11,27,39%,7%,5,3
"12.04.2022, 17:30",PGE Skra Bełchatów,Indykpol AZS Olsztyn,1,3,65,18,21,90,16,3,-7%,79,11,45%,24%,101,7,10,57,56%,39%,5,10,73,28,43,97,18,11,-3%,74,3,35%,14%,96,4,5,52,54%,44%,10,5
"15.04.2022, 17:30",Indykpol AZS Olsztyn,PGE Skra Bełchatów,0,3,36,9,0,58,13,2,-18%,60,8,28%,16%,60,8,7,26,43%,18%,8,6,53,22,22,74,14,8,4%,45,2,55%,35%,70,7,8,38,54%,32%,7,6
"19.04.2022, 17:30",PGE Skra Bełchatów,Indykpol AZS Olsztyn,3,2,80,27,36,114,18,9,-2%,85,5,47%,27%,123,9,12,66,53%,36%,5,18,81,20,34,109,24,5,-15%,96,9,44%,25%,117,9,5,64,54%,42%,12,7
"12.04.2022, 20:30",Aluron CMC Warta Zawiercie,Asseco Resovia Rzeszów,3,1,77,27,42,102,14,7,-1%,80,9,33%,13%,110,5,7,66,60%,49%,4,10,75,27,38,97,17,9,0%,88,7,44%,15%,108,9,4,59,54%,42%,7,8
"15.04.2022, 20:30",Asseco Resovia Rzeszów,Aluron CMC Warta Zawiercie,1,3,65,22,29,94,18,5,-10%,75,6,54%,33%,92,9,3,48,52%,39%,12,7,64,18,20,93,18,6,-7%,76,5,44%,31%,105,9,12,55,52%,32%,3,7
"23.04.2022, 14:45",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Aluron CMC Warta Zawiercie,1,3,58,16,21,88,15,4,-9%,72,5,43%,22%,92,11,6,41,44%,26%,13,13,70,21,24,96,24,5,-15%,73,4,36%,8%,114,5,13,59,51%,35%,6,5
"26.04.2022, 17:30",Aluron CMC Warta Zawiercie,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,48,10,20,64,10,2,-9%,63,2,30%,9%,82,5,11,42,51%,31%,4,6,59,19,40,73,10,2,-8%,54,2,46%,16%,71,3,4,46,64%,54%,11,5
"30.04.2022, 14:45",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Aluron CMC Warta Zawiercie,3,1,73,35,43,92,10,10,1%,68,7,48%,27%,96,7,6,48,50%,36%,15,15,60,19,17,79,11,7,-2%,81,10,37%,9%,117,7,15,47,40%,21%,6,15
"23.04.2022, 17:30",Jastrzębski Węgiel,PGE Skra Bełchatów,3,0,62,31,32,80,17,8,-7%,53,6,52%,22%,81,3,4,45,55%,46%,9,18,43,18,8,67,14,6,-8%,63,8,30%,15%,79,4,9,33,41%,25%,4,9
"26.04.2022, 20:30",PGE Skra Bełchatów,Jastrzębski Węgiel,0,3,44,11,11,61,14,4,-6%,61,6,42%,13%,78,5,8,37,47%,30%,3,9,56,23,35,73,12,6,-1%,47,4,44%,25%,73,2,3,42,57%,50%,8,11
"04.05.2022, 17:30",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,0,51,22,24,75,12,4,-4%,52,6,32%,17%,74,5,4,38,51%,39%,9,8,51,16,14,71,19,6,-14%,63,4,39%,26%,84,5,9,41,48%,32%,4,10
"07.05.2022, 14:45",Jastrzębski Węgiel,Grupa Azoty ZAKSA Kędzierzyn-Koźle,2,3,69,22,29,95,13,8,-3%,92,8,47%,20%,130,9,10,57,43%,29%,4,21,82,32,46,109,17,8,-3%,82,8,47%,20%,124,7,4,64,51%,42%,10,11
"11.05.2022, 17:30",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,1,3,64,21,27,95,20,2,-12%,73,4,43%,13%,96,6,7,51,53%,39%,11,9,66,20,25,95,22,4,-14%,75,2,50%,33%,105,6,11,55,52%,36%,7,10
"14.05.2022, 14:45",Jastrzębski Węgiel,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,44,11,7,63,15,4,-15%,64,6,50%,23%,79,9,7,40,50%,30%,0,0,51,24,31,73,9,6,1%,48,4,45%,18%,61,7,0,38,62%,50%,7,0
"04.05.2022, 20:30",PGE Skra Bełchatów,Aluron CMC Warta Zawiercie,2,3,82,36,29,111,22,13,-1%,86,6,40%,12%,112,12,13,49,43%,21%,20,18,71,30,11,107,21,6,-6%,89,13,37%,7%,118,6,20,52,44%,22%,13,18
"07.05.2022, 17:30",Aluron CMC Warta Zawiercie,PGE Skra Bełchatów,2,3,73,25,29,111,19,6,-9%,83,7,45%,16%,113,11,7,60,53%,37%,7,14,75,21,28,105,22,7,-14%,92,6,54%,10%,112,12,7,61,54%,37%,7,16
"10.05.2022, 17:30",PGE Skra Bełchatów,Aluron CMC Warta Zawiercie,0,3,52,12,22,68,14,4,-10%,62,5,50%,20%,71,4,7,40,56%,40%,8,7,53,15,27,73,11,5,-6%,54,4,37%,7%,75,3,8,41,54%,40%,7,9
"13.05.2022, 20:30",Aluron CMC Warta Zawiercie,PGE Skra Bełchatów,3,2,76,30,37,106,13,10,0%,76,6,44%,6%,101,8,12,56,55%,35%,10,10,76,22,26,98,22,6,-10%,93,10,38%,17%,111,8,10,58,52%,36%,12,9
"24.04.2022, 14:45",Indykpol AZS Olsztyn,Asseco Resovia Rzeszów,1,3,60,23,18,86,14,5,-8%,76,7,42%,19%,103,12,9,48,46%,26%,7,15,66,29,31,94,18,7,0%,72,5,36%,13%,104,5,7,50,48%,36%,9,8
"27.04.2022, 17:30",Asseco Resovia Rzeszów,Indykpol AZS Olsztyn,1,3,72,29,30,105,16,8,0%,85,7,32%,15%,121,11,8,51,42%,26%,13,10,74,27,25,103,18,7,-3%,89,8,42%,23%,125,10,13,59,47%,28%,8,15
"23.04.2022, 20:30",GKS Katowice,Trefl Gdańsk,2,3,74,29,36,101,13,6,-3%,82,4,53%,19%,111,11,10,58,52%,33%,10,8,74,25,34,100,18,4,-9%,88,6,54%,25%,113,6,10,60,53%,38%,10,9
"27.04.2022, 20:30",Trefl Gdańsk,GKS Katowice,3,0,55,21,30,73,14,4,-9%,52,4,51%,15%,67,3,4,42,62%,52%,9,7,41,12,10,61,9,4,-3%,59,4,54%,20%,75,9,9,33,44%,20%,4,4
"14.04.2022, 17:30",Cuprum Lubin,Projekt Warszawa,0,3,43,10,11,56,12,1,-14%,69,4,42%,21%,84,6,10,36,42%,23%,6,6,57,29,41,74,5,4,14%,44,1,50%,27%,73,4,6,43,58%,45%,10,6
"22.04.2022, 20:30",Projekt Warszawa,Cuprum Lubin,3,2,75,25,38,106,17,6,0%,84,9,54%,16%,131,6,5,64,48%,40%,5,16,73,24,37,100,16,9,-2%,89,6,51%,25%,125,9,5,59,47%,36%,5,15
"14.04.2022, 20:30",Ślepsk Malow Suwałki,LUK  Lublin,2,3,73,24,22,100,21,6,-10%,86,9,50%,22%,108,4,17,62,57%,37%,5,9,81,32,43,106,20,9,-6%,79,6,54%,22%,95,7,5,55,57%,45%,17,3
"20.04.2022, 20:30",LUK  Lublin,Ślepsk Malow Suwałki,3,2,80,32,37,106,21,6,-9%,85,5,51%,28%,112,8,9,60,53%,38%,14,16,66,27,25,99,14,5,-1%,85,6,47%,15%,121,7,14,52,42%,25%,9,6
"17.05.2022, 17:30",PSG Stal Nysa,MKS Będzin,3,0,56,28,34,76,7,5,0%,47,3,42%,21%,73,8,4,40,54%,38%,11,12,43,9,7,62,15,3,-16%,69,5,40%,18%,87,5,11,36,41%,22%,4,5
"20.05.2022, 17:30",MKS Będzin,PSG Stal Nysa,0,3,,,,,,,-,,,0%,0%,,,,,0%,-,,,94,37,30,138,27,9,-4%,111,9,47%,22%,142,11,17,68,47%,28%,17,17
"23.05.2022, 17:30",PSG Stal Nysa,MKS Będzin,0,3,40,11,9,62,14,3,-17%,65,6,49%,13%,74,4,7,33,44%,29%,4,7,60,28,33,77,12,6,-1%,48,3,52%,22%,84,8,4,47,55%,41%,7,11
"26.05.2022, 20:30",MKS Będzin,PSG Stal Nysa,2,3,,,,,,,-,,,0%,0%,,,,,0%,-,,,130,47,35,204,43,11,-9%,161,11,45%,13%,241,22,19,100,41%,24%,19,30
"01.10.2021, 20:30",LUK  Lublin,Jastrzębski Węgiel,1,3,58,17,14,78,20,4,-19%,81,5,48%,25%,119,5,14,45,37%,21%,9,10,70,33,38,95,14,5,-8%,58,4,56%,43%,100,5,9,51,51%,37%,14,16
"02.10.2021, 17:30",PSG Stal Nysa,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,44,13,9,65,13,3,-6%,58,6,37%,8%,72,6,10,34,47%,25%,7,7,55,21,27,73,15,6,-8%,52,3,42%,17%,70,3,7,39,55%,41%,10,4
"03.10.2021, 20:30",Cerrad Enea Czarni Radom,Projekt Warszawa,0,3,44,11,14,57,15,4,-15%,68,3,48%,26%,81,7,5,40,49%,34%,0,5,50,25,34,74,6,3,4%,42,4,57%,40%,67,6,0,42,62%,53%,5,5
"04.10.2021, 20:30",Cuprum Lubin,PGE Skra Bełchatów,1,3,66,24,23,92,20,6,-14%,86,4,38%,17%,112,7,12,52,46%,29%,8,13,71,33,34,98,12,4,1%,72,6,47%,19%,107,11,8,55,51%,33%,12,14
"02.10.2021, 14:45",Indykpol AZS Olsztyn,Asseco Resovia Rzeszów,0,3,38,13,-2,61,15,6,-13%,63,8,42%,30%,78,9,8,30,38%,16%,2,7,49,23,22,74,11,8,2%,46,6,56%,28%,75,8,2,33,44%,30%,8,6
"03.10.2021, 17:30",GKS Katowice,Trefl Gdańsk,3,2,76,34,29,105,16,10,0%,80,3,51%,20%,133,15,13,59,44%,23%,7,14,67,25,24,102,22,3,-12%,89,10,53%,24%,120,4,7,51,42%,33%,13,11
"03.10.2021, 14:45",Aluron CMC Warta Zawiercie,Ślepsk Malow Suwałki,3,1,72,29,36,97,11,5,-1%,74,7,45%,14%,114,3,15,56,49%,33%,11,16,72,28,32,93,19,7,-8%,86,5,38%,8%,107,5,11,50,46%,31%,15,16
"09.10.2021, 20:30",Ślepsk Malow Suwałki,LUK  Lublin,3,0,58,23,36,73,13,5,-9%,49,2,53%,20%,72,2,5,48,66%,56%,5,10,42,11,15,59,10,2,-6%,60,5,60%,21%,82,7,5,35,42%,28%,5,3
"10.10.2021, 14:45",Trefl Gdańsk,Aluron CMC Warta Zawiercie,1,3,71,22,32,88,17,7,-7%,83,4,45%,19%,114,6,12,56,49%,33%,8,7,70,28,41,95,12,4,-6%,71,7,52%,29%,108,2,8,54,50%,40%,12,15
"09.10.2021, 17:30",GKS Katowice,Asseco Resovia Rzeszów,3,0,50,15,24,74,14,5,-12%,53,2,54%,22%,78,5,5,40,51%,38%,5,6,45,10,11,68,15,2,-16%,60,5,45%,20%,80,9,5,38,47%,30%,5,5
"10.10.2021, 17:30",PGE Skra Bełchatów,Indykpol AZS Olsztyn,3,2,70,25,27,104,15,10,2%,77,9,33%,12%,105,7,12,55,52%,34%,5,6,75,26,27,99,22,9,-12%,89,10,38%,19%,101,11,5,54,53%,37%,12,13
"08.10.2021, 20:30",Projekt Warszawa,Cuprum Lubin,3,1,74,25,51,98,11,6,-2%,76,3,44%,15%,105,3,6,52,49%,40%,16,15,72,20,30,89,13,3,-5%,87,6,43%,20%,131,7,16,63,48%,30%,6,13
"09.10.2021, 14:45",Cerrad Enea Czarni Radom,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,35,8,-5,54,15,4,-20%,61,9,36%,19%,63,9,7,28,44%,19%,3,1,50,23,25,75,14,9,-1%,39,4,46%,28%,57,4,3,34,59%,47%,7,2
"08.10.2021, 17:30",Jastrzębski Węgiel,PSG Stal Nysa,3,0,55,24,34,74,9,3,-1%,47,2,46%,25%,79,5,5,38,48%,35%,14,7,42,10,8,58,11,2,-10%,65,3,55%,13%,92,6,14,35,38%,16%,5,7
"16.10.2021, 17:30",Grupa Azoty ZAKSA Kędzierzyn-Koźle,LUK  Lublin,3,0,56,24,34,74,11,4,-4%,45,2,57%,20%,67,6,3,43,64%,50%,9,9,36,7,6,55,10,2,-12%,63,4,49%,31%,72,7,9,31,43%,20%,3,3
"15.10.2021, 20:30",Projekt Warszawa,Jastrzębski Węgiel,3,2,85,25,44,118,18,4,-9%,98,4,54%,14%,133,11,8,70,52%,38%,11,14,88,24,45,121,23,4,-12%,100,4,57%,21%,138,5,11,76,55%,43%,8,13
"16.10.2021, 20:30",PGE Skra Bełchatów,PSG Stal Nysa,3,2,75,31,22,109,19,9,-3%,84,11,39%,13%,114,12,11,55,48%,28%,11,8,75,27,22,109,25,11,-8%,90,9,48%,17%,106,8,11,53,50%,32%,11,12
"17.10.2021, 14:45",Asseco Resovia Rzeszów,Cerrad Enea Czarni Radom,3,0,56,23,30,74,15,7,-6%,50,2,64%,14%,65,5,4,40,61%,47%,9,5,40,13,5,63,13,2,-15%,59,7,49%,20%,72,6,9,34,47%,26%,4,5
"17.10.2021, 17:30",Trefl Gdańsk,Cuprum Lubin,3,0,49,23,24,72,17,2,-16%,42,2,33%,14%,59,4,2,34,57%,47%,13,10,32,8,-2,55,13,2,-7%,55,2,43%,20%,79,6,13,28,35%,11%,2,6
"17.10.2021, 20:30",Ślepsk Malow Suwałki,Indykpol AZS Olsztyn,0,3,51,13,19,77,15,2,-11%,68,4,48%,14%,93,4,9,44,47%,33%,5,2,63,22,33,83,15,4,-8%,62,2,54%,19%,90,8,5,50,55%,41%,9,8
"16.10.2021, 14:45",Aluron CMC Warta Zawiercie,GKS Katowice,3,1,73,29,40,95,11,10,4%,75,4,54%,13%,115,10,8,55,47%,32%,8,12,60,18,22,86,11,4,-2%,84,10,35%,4%,108,9,8,48,44%,28%,8,14
"22.10.2021, 20:30",LUK  Lublin,GKS Katowice,3,0,52,20,30,74,11,1,-13%,53,2,60%,32%,90,5,4,38,42%,32%,13,6,47,13,11,62,12,2,-16%,63,1,60%,31%,102,10,13,41,40%,17%,4,15
"24.10.2021, 17:30",Indykpol AZS Olsztyn,Aluron CMC Warta Zawiercie,3,0,59,23,39,74,13,5,1%,53,1,56%,26%,79,2,4,48,60%,53%,6,5,46,15,21,62,9,1,-6%,61,5,45%,22%,77,5,6,41,53%,38%,4,8
"25.10.2021, 20:30",Cuprum Lubin,Ślepsk Malow Suwałki,3,0,63,18,42,73,11,6,-1%,57,1,50%,26%,83,3,6,53,63%,53%,4,9,47,10,28,64,7,1,-6%,62,6,46%,24%,72,2,4,40,55%,47%,6,4
"23.10.2021, 17:30",Cerrad Enea Czarni Radom,Trefl Gdańsk,3,1,75,27,32,101,18,7,-8%,82,6,52%,29%,108,9,10,56,51%,34%,12,10,68,23,24,98,16,6,-7%,83,7,51%,36%,109,9,12,52,47%,28%,10,10
"23.10.2021, 20:30",PSG Stal Nysa,Asseco Resovia Rzeszów,1,3,63,19,30,86,11,6,-2%,77,2,46%,16%,109,9,11,51,46%,28%,6,6,66,22,33,91,14,2,-9%,75,6,41%,16%,97,7,6,53,54%,41%,11,9
"24.10.2021, 14:45",Jastrzębski Węgiel,PGE Skra Bełchatów,3,1,61,24,25,91,15,5,-4%,62,4,51%,32%,92,9,8,43,46%,28%,13,11,55,17,6,82,20,4,-10%,76,5,35%,14%,98,11,13,43,43%,19%,8,17
"23.10.2021, 14:45",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Projekt Warszawa,3,2,83,37,39,103,14,5,-2%,86,4,44%,29%,149,12,14,67,44%,27%,11,18,69,28,33,98,12,4,-7%,89,5,46%,23%,128,8,11,51,39%,25%,14,7
"29.10.2021, 20:30",Projekt Warszawa,LUK  Lublin,3,1,74,25,35,103,17,8,-3%,76,3,55%,18%,114,12,7,59,51%,35%,7,6,60,15,21,92,16,3,-10%,86,8,47%,24%,105,8,7,50,47%,33%,7,3
"30.10.2021, 14:45",PGE Skra Bełchatów,Grupa Azoty ZAKSA Kędzierzyn-Koźle,2,3,77,28,24,109,14,12,5%,93,9,36%,13%,134,11,19,60,44%,22%,5,14,89,34,41,116,23,9,-10%,95,12,33%,15%,113,8,5,61,53%,42%,19,10
"31.10.2021, 14:45",Asseco Resovia Rzeszów,Jastrzębski Węgiel,0,3,47,13,15,64,11,2,-14%,60,4,46%,21%,80,7,10,38,47%,26%,7,6,57,21,33,73,13,4,-5%,53,2,49%,28%,81,2,7,43,53%,41%,10,10
"30.10.2021, 17:30",Trefl Gdańsk,PSG Stal Nysa,3,0,56,25,25,74,13,6,-2%,55,7,41%,27%,92,4,7,42,45%,33%,8,10,45,15,14,63,8,7,1%,61,6,39%,21%,84,9,8,31,36%,16%,7,8
"30.10.2021, 20:30",Ślepsk Malow Suwałki,Cerrad Enea Czarni Radom,1,3,67,22,6,102,30,5,-19%,83,8,40%,15%,104,11,12,48,46%,24%,14,9,62,22,9,104,21,8,-8%,72,5,61%,16%,101,13,14,42,41%,14%,12,5
"28.10.2021, 17:30",Aluron CMC Warta Zawiercie,Cuprum Lubin,3,2,74,30,26,105,19,5,-11%,80,8,45%,15%,109,8,13,56,51%,32%,13,13,74,28,24,105,24,8,-12%,86,5,41%,19%,111,8,13,53,47%,28%,13,11
"31.10.2021, 20:30",GKS Katowice,Indykpol AZS Olsztyn,0,3,36,9,0,54,13,3,-14%,61,8,52%,18%,82,6,9,30,36%,18%,3,2,55,27,32,74,13,8,-4%,41,3,51%,19%,61,4,3,38,62%,50%,9,12
"05.11.2021, 20:30",LUK  Lublin,Indykpol AZS Olsztyn,2,3,73,27,39,103,14,7,-4%,90,5,47%,27%,135,6,9,58,42%,31%,8,16,82,30,40,106,16,5,-7%,89,7,38%,21%,145,11,8,68,46%,33%,9,17
"06.11.2021, 17:30",Cuprum Lubin,GKS Katowice,3,1,76,28,41,99,18,7,-6%,71,4,50%,14%,93,3,10,59,63%,49%,10,8,63,18,23,86,15,4,-8%,81,7,46%,20%,102,8,10,49,48%,30%,10,7
"06.11.2021, 20:30",Cerrad Enea Czarni Radom,Aluron CMC Warta Zawiercie,0,3,47,13,17,61,10,3,-9%,65,3,53%,40%,94,10,7,41,43%,25%,3,4,51,20,33,74,9,3,-8%,51,3,45%,27%,76,3,3,41,53%,46%,7,7
"07.11.2021, 20:30",PSG Stal Nysa,Ślepsk Malow Suwałki,1,3,58,16,15,83,20,6,-15%,77,2,54%,24%,104,8,13,44,42%,22%,8,8,61,24,26,90,13,2,-8%,63,6,38%,17%,91,8,8,46,50%,32%,13,9
"07.11.2021, 17:30",Jastrzębski Węgiel,Trefl Gdańsk,3,0,62,28,39,74,11,5,-1%,52,4,61%,28%,88,3,5,50,56%,47%,7,14,44,14,20,59,7,4,-1%,63,5,38%,23%,78,5,7,35,44%,29%,5,3
"06.11.2021, 14:45",Grupa Azoty ZAKSA Kędzierzyn-Koźle,Asseco Resovia Rzeszów,3,1,64,27,31,91,17,6,-3%,60,2,48%,26%,91,10,4,52,57%,41%,6,12,49,14,11,78,18,2,-17%,74,6,44%,28%,87,8,6,43,49%,33%,4,7
"07.11.2021, 14:45",Projekt Warszawa,PGE Skra Bełchatów,0,3,45,7,7,63,20,0,-26%,65,9,36%,18%,74,3,6,42,56%,44%,3,2,50,21,31,73,8,9,6%,43,0,37%,23%,64,8,3,35,54%,37%,6,12
"13.11.2021, 17:30",PGE Skra Bełchatów,LUK  Lublin,2,3,78,25,32,103,20,7,-9%,88,7,44%,19%,125,11,8,64,51%,36%,7,18,69,21,32,105,17,7,-4%,83,7,34%,12%,126,6,7,54,42%,32%,8,12
"13.11.2021, 14:45",Asseco Resovia Rzeszów,Projekt Warszawa,3,0,53,23,25,74,17,3,-13%,55,5,52%,30%,80,2,4,38,47%,40%,12,6,44,19,10,67,12,5,-5%,57,3,49%,24%,82,7,12,35,42%,19%,4,6
